Year,Area,Item,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
2005,Argentina,Maize,1268,87,25.8,1370.4
2005,Argentina,Barley,1220,267,16.86,1603.4
2005,Argentina,Soybean,1877,383,21.14,2992.2
2006,India,Wheat,2806,496,18.53,3352.5
2006,India,Rice,1903,227,18.43,2079.1
2006,India,Maize,1490,118,11.99,2051.1
2006,India,Barley,2064,362,24.89,2198.3
2006,India,Soybean,2995,362,15.67,3387.3
2006,USA,Wheat,1007,278,22.98,1772.8
2006,USA,Rice,1255,14,11.75,1073.5
2006,USA,Maize,2496,273,32.0,2783.8
2006,USA,Barley,366,309,18.11,987.7
2006,USA,Soybean,641,335,11.31,1240.7
2006,Brazil,Wheat,2961,218,34.89,2925.9
2006,Brazil,Rice,2121,125,11.5,2642.8
2006,Brazil,Maize,1765,45,34.04,1637.6
2006,Brazil,Barley,2634,312,15.02,2788.0
2006,Brazil,Soybean,2965,455,20.57,3130.3
2006,China,Wheat,956,409,26.62,2295.6
2006,China,Rice,2862,153,19.56,2678.0
2006,China,Maize,647,124,13.81,1143.5
2006,China,Barley,2303,369,29.21,2608.3
2006,China,Soybean,585,158,12.32,1065.8
2006,Australia,Wheat,755,240,31.62,1550.8
2006,Australia,Rice,2807,47,13.98,2707.8
2006,Australia,Maize,780,160,16.58,1355.2
2006,Australia,Barley,2708,350,18.66,3439.8
2006,Australia,Soybean,2796,340,30.63,3311.5
2006,Nigeria,Wheat,1989,205,31.83,1943.9
2006,Nigeria,Rice,1742,415,22.42,2340.4
2006,Nigeria,Maize,1639,110,19.78,1344.4
2006,Nigeria,Barley,860,51,23.49,983.1
2006,Nigeria,Soybean,2126,167,31.95,2384.3
2006,Argentina,Wheat,433,76,29.75,1147.9
2006,Argentina,Rice,372,408,20.07,1489.9
2006,Argentina,Maize,429,428,18.65,1799.7
2006,Argentina,Barley,2301,265,33.32,2998.6
2006,Argentina,Soybean,1092,262,31.55,1245.1
2007,India,Wheat,394,279,13.48,1073.4
2007,India,Rice,1121,247,14.37,2145.1
2007,India,Maize,2830,434,30.63,3477.7
2007,India,Barley,2829,401,21.96,3808.6
2007,India,Soybean,836,88,34.08,1459.0
2007,USA,Wheat,427,105,24.86,845.0
2007,USA,Rice,1145,29,20.99,1591.1
2007,USA,Maize,2794,399,10.01,2975.1
2007,USA,Barley,553,139,26.26,923.8
2007,USA,Soybean,2634,14,29.52,2617.0
2007,Brazil,Wheat,2692,139,22.12,2899.4
2007,Brazil,Rice,1576,424,27.38,2291.0
2007,Brazil,Maize,1282,92,14.27,1214.9
2007,Brazil,Barley,1652,165,17.58,2357.8
2007,Brazil,Soybean,2610,89,27.29,2601.1
2007,China,Wheat,2095,112,15.72,1842.8
2007,China,Rice,1682,389,17.66,2766.0
2007,China,Maize,719,133,31.2,1218.2
2007,China,Barley,1808,125,20.12,2262.2
2007,China,Soybean,2344,492,19.19,2758.3
2007,Australia,Wheat,1849,464,28.34,2720.8
2007,Australia,Rice,809,192,20.4,1557.2
2007,Australia,Maize,2752,255,29.76,3074.0
2007,Australia,Barley,2997,480,13.43,3645.3
2007,Australia,Soybean,1200,74,18.09,1912.1
2007,Nigeria,Wheat,541,222,14.97,1723.1
2007,Nigeria,Rice,472,169,22.2,1487.6
2007,Nigeria,Maize,796,197,26.15,1685.3
2007,Nigeria,Barley,2655,265,12.45,3322.5
2007,Nigeria,Soybean,2857,205,31.62,3002.4
2007,Argentina,Wheat,893,241,30.27,1625.7
2007,Argentina,Rice,1759,422,21.49,2056.3
2007,Argentina,Maize,2901,406,13.33,3190.5
2007,Argentina,Barley,316,129,17.89,459.9
2007,Argentina,Soybean,871,57,16.37,656.1
2008,India,Wheat,541,323,16.33,1146.5
2008,India,Rice,1088,293,25.93,1998.1
2008,India,Maize,1075,452,21.25,2495.5
2008,India,Barley,378,410,11.67,1860.7
2008,India,Soybean,2814,78,28.44,2570.8
2008,USA,Wheat,2434,110,11.2,2254.2
2008,USA,Rice,386,52,26.48,582.0
2008,USA,Maize,707,492,10.3,2090.6
2008,USA,Barley,447,286,19.69,1658.7
2008,USA,Soybean,665,237,18.74,1216.6
2008,Brazil,Wheat,1534,400,29.6,2293.2
2008,Brazil,Rice,2789,270,23.74,2884.8
2008,Brazil,Maize,2867,329,20.61,3367.5
2008,Brazil,Barley,1291,377,34.2,1666.8
2008,Brazil,Soybean,659,418,34.4,1481.2
2008,China,Wheat,1262,58,16.39,1796.7
2008,China,Rice,1913,114,26.1,1874.4
2008,China,Maize,418,199,32.4,1185.4
2008,China,Barley,2496,173,17.32,2656.6
2008,China,Soybean,1069,383,22.15,1558.7
2008,Australia,Wheat,2698,409,30.29,3564.5
2008,Australia,Rice,1549,20,11.09,1440.3
2008,Australia,Maize,1235,411,15.62,2317.8
2008,Australia,Barley,787,324,23.75,2024.1
2008,Australia,Soybean,2761,477,13.04,3319.4
2008,Nigeria,Wheat,985,122,26.15,1764.5
2008,Nigeria,Rice,2469,41,17.92,1916.0
2008,Nigeria,Maize,2844,277,32.97,3028.5
2008,Nigeria,Barley,2496,406,15.53,3290.5
2008,Nigeria,Soybean,2227,311,28.21,2767.5
2008,Argentina,Wheat,962,245,11.35,1401.1
2008,Argentina,Rice,897,159,34.62,1222.4
2008,Argentina,Maize,1069,38,27.13,1094.9
2008,Argentina,Barley,582,59,15.34,836.2
2008,Argentina,Soybean,387,53,28.32,814.4
2009,India,Wheat,2768,198,28.59,2838.5
2009,India,Rice,1002,127,24.13,1226.3
2009,India,Maize,1353,304,24.43,1726.1
2009,India,Barley,1434,145,21.54,1876.8
2009,India,Soybean,2476,373,28.16,2893.2
2009,USA,Wheat,2223,113,14.85,2686.9
2009,USA,Rice,1173,363,15.1,1522.4
2009,USA,Maize,1728,393,30.38,2594.6
2009,USA,Barley,1222,75,18.88,950.8
2009,USA,Soybean,1716,429,10.13,2730.5
2009,Brazil,Wheat,613,63,30.82,1281.2
2009,Brazil,Rice,1337,130,33.95,1366.1
2009,Brazil,Maize,2934,409,13.72,3097.0
2009,Brazil,Barley,1424,195,19.21,1717.1
2009,Brazil,Soybean,1455,29,29.51,1152.9
2009,China,Wheat,2128,239,20.32,2976.2
2009,China,Rice,1170,414,10.73,2597.7
2009,China,Maize,2095,197,29.85,1790.5
2009,China,Barley,2620,128,31.86,2253.4
2009,China,Soybean,825,12,11.62,902.8
2009,Australia,Wheat,1378,397,11.32,2318.2
2009,Australia,Rice,461,167,30.12,559.6
2009,Australia,Maize,359,412,22.46,1763.6
2009,Australia,Barley,2558,415,27.39,2677.5
2009,Australia,Soybean,841,323,27.69,1967.9
2009,Nigeria,Wheat,1167,201,23.01,1789.5
2009,Nigeria,Rice,1039,359,18.2,1549.2
2009,Nigeria,Maize,2828,155,19.29,2491.5
2009,Nigeria,Barley,775,260,29.16,1672.4
2009,Nigeria,Soybean,1319,127,26.06,1448.6
2009,Argentina,Wheat,497,269,22.4,757.6
2009,Argentina,Rice,2310,408,20.25,2538.5
2009,Argentina,Maize,2471,84,28.5,2460.8
2009,Argentina,Barley,1136,70,34.49,1473.9
2009,Argentina,Soybean,1272,116,10.6,1396.6
2010,India,Wheat,2328,207,22.95,2922.9
2010,India,Rice,2910,254,11.4,3268.0
2010,India,Maize,1221,78,31.05,1754.3
2010,India,Barley,2303,58,20.88,2452.6
2010,India,Soybean,2608,365,13.34,2942.0
2010,USA,Wheat,937,240,32.6,1833.6
2010,USA,Rice,940,289,28.24,1884.6
2010,USA,Maize,1505,183,25.26,1504.4
2010,USA,Barley,1919,161,21.8,2363.2
2010,USA,Soybean,1731,373,11.11,2360.7
2010,Brazil,Wheat,1543,400,16.17,2091.7
2010,Brazil,Rice,569,129,34.37,768.5
2010,Brazil,Maize,2314,115,31.12,2351.0
2010,Brazil,Barley,1879,338,22.19,2652.3
2010,Brazil,Soybean,1942,93,25.49,2358.7
2010,China,Wheat,1764,30,23.31,2166.1
2010,China,Rice,2310,16,12.16,2156.4
2010,China,Maize,2301,169,26.59,2059.9
2010,China,Barley,1795,152,32.05,2335.5
2010,China,Soybean,1749,163,20.47,2415.5
2010,Australia,Wheat,2489,322,22.36,2431.6
2010,Australia,Rice,1405,78,26.35,1745.5
2010,Australia,Maize,2652,412,17.72,3620.4
2010,Australia,Barley,683,405,18.74,1593.0
2010,Australia,Soybean,2508,187,28.0,2994.4
2010,Nigeria,Wheat,2837,336,27.09,2958.7
2010,Nigeria,Rice,892,161,12.87,1259.9
2010,Nigeria,Maize,2375,451,23.56,2988.4
2010,Nigeria,Barley,476,26,25.32,672.6
2010,Nigeria,Soybean,497,107,22.12,1242.4
2010,Argentina,Wheat,1837,31,31.25,1284.1
2010,Argentina,Rice,397,153,20.29,1056.7
2010,Argentina,Maize,887,353,29.67,1411.9
2010,Argentina,Barley,2279,68,21.48,2447.4
2010,Argentina,Soybean,2590,328,22.43,2534.7
2011,India,Wheat,2738,286,14.12,3003.2
2011,India,Rice,1391,375,28.85,2228.3
2011,India,Maize,2723,241,31.95,3065.9
2011,India,Barley,2975,101,16.39,2798.1
2011,India,Soybean,2405,293,29.3,2663.0
2011,USA,Wheat,2413,418,12.35,3540.9
2011,USA,Rice,2291,53,23.47,1930.1
2011,USA,Maize,1073,176,26.42,1546.2
2011,USA,Barley,2726,187,12.34,3139.4
2011,USA,Soybean,606,276,15.09,1470.9
2011,Brazil,Wheat,307,417,18.92,1186.4
2011,Brazil,Rice,2511,494,25.86,3304.2
2011,Brazil,Maize,1204,56,14.9,1163.2
2011,Brazil,Barley,1427,219,13.95,1907.1
2011,Brazil,Soybean,2733,272,25.34,3353.0
2011,China,Wheat,558,292,16.92,900.2
2011,China,Rice,2833,426,24.95,3387.9
2011,China,Maize,912,425,26.36,1934.0
2011,China,Barley,912,269,29.96,1333.0
2011,China,Soybean,2081,284,32.06,2435.2
2011,Australia,Wheat,2230,311,17.99,2354.1
2011,Australia,Rice,874,118,34.6,1121.2
2011,Australia,Maize,969,278,18.08,2073.4
2011,Australia,Barley,1425,232,26.4,1979.0
2011,Australia,Soybean,1860,140,23.18,2328.2
2011,Nigeria,Wheat,2239,427,15.24,3136.8
2011,Nigeria,Rice,526,198,18.42,896.6
2011,Nigeria,Maize,1695,495,23.52,2320.8
2011,Nigeria,Barley,1718,459,30.54,2862.0
2011,Nigeria,Soybean,2804,222,16.36,3504.6
2011,Argentina,Wheat,1454,85,18.38,2134.4
2011,Argentina,Rice,2503,257,12.18,2810.6
2011,Argentina,Maize,1280,172,13.55,1272.5
2011,Argentina,Barley,2654,440,14.78,2929.4
2011,Argentina,Soybean,2626,185,24.43,2498.5
2012,India,Wheat,2967,148,31.09,3216.7
2012,India,Rice,1230,298,13.16,1719.4
2012,India,Maize,2253,75,17.87,2020.7
2012,India,Barley,455,56,14.37,532.3
2012,India,Soybean,1983,133,34.79,2262.5
2012,USA,Wheat,1154,137,26.07,1451.5
2012,USA,Rice,741,418,15.39,1416.9
2012,USA,Maize,832,236,29.08,1794.8
2012,USA,Barley,2319,469,15.82,3027.0
2012,USA,Soybean,2087,342,32.47,2142.9
2012,Brazil,Wheat,945,260,10.0,1618.0
2012,Brazil,Rice,1677,385,19.49,2057.7
2012,Brazil,Maize,2959,337,13.22,3567.0
2012,Brazil,Barley,1865,343,21.98,2838.2
2012,Brazil,Soybean,580,433,28.5,1198.0
2012,China,Wheat,2961,224,13.19,2766.9
2012,China,Rice,1749,284,30.12,2645.0
2012,China,Maize,2520,336,25.53,2504.7
2012,China,Barley,1959,384,23.32,2888.0
2012,China,Soybean,697,129,27.59,1367.7
2012,Australia,Wheat,2812,295,11.15,3400.1
2012,Australia,Rice,2436,151,24.96,2739.2
2012,Australia,Maize,2681,231,24.97,2424.1
2012,Australia,Barley,1287,273,31.93,1892.3
2012,Australia,Soybean,1921,434,34.73,2311.5
2012,Nigeria,Wheat,994,25,15.99,1565.3
2012,Nigeria,Rice,2779,167,20.73,3127.9
2012,Nigeria,Maize,793,59,24.33,1169.1
2012,Nigeria,Barley,1648,313,30.78,2598.6
2012,Nigeria,Soybean,2344,210,32.74,2290.8
2012,Argentina,Wheat,1358,474,11.62,2397.2
2012,Argentina,Rice,1331,310,27.36,1834.2
2012,Argentina,Maize,2679,447,20.86,3386.6
2012,Argentina,Barley,826,370,18.52,2034.6
2012,Argentina,Soybean,2952,415,25.18,3757.8
2013,India,Wheat,1873,285,29.72,1949.2
2013,India,Rice,431,320,22.81,1295.7
2013,India,Maize,1071,415,29.67,1968.1
2013,India,Barley,1815,203,16.79,2036.1
2013,India,Soybean,1684,266,16.72,2645.0
2013,USA,Wheat,2561,162,10.07,2844.1
2013,USA,Rice,1079,271,11.14,1940.8
2013,USA,Maize,1790,389,21.74,2432.6
2013,USA,Barley,2440,118,22.05,2390.5
2013,USA,Soybean,441,300,21.19,1591.9
2013,Brazil,Wheat,2147,186,22.91,2857.5
2013,Brazil,Rice,2396,311,11.24,2561.4
2013,Brazil,Maize,854,413,12.7,1983.2
2013,Brazil,Barley,2130,350,20.96,2897.4
2013,Brazil,Soybean,617,115,17.34,931.2
2013,China,Wheat,2580,274,30.42,3123.8
2013,China,Rice,852,26,12.85,1423.1
2013,China,Maize,482,50,10.74,1081.2
2013,China,Barley,1817,156,21.26,1679.0
2013,China,Soybean,300,177,20.55,719.5
2013,Australia,Wheat,883,465,26.77,1476.7
2013,Australia,Rice,2792,249,17.42,3158.4
2013,Australia,Maize,2450,485,30.53,3143.7
2013,Australia,Barley,1158,183,11.28,1609.6
2013,Australia,Soybean,1026,186,25.09,1790.9
2013,Nigeria,Wheat,1981,459,26.63,2908.5
2013,Nigeria,Rice,2986,429,19.23,3712.5
2013,Nigeria,Maize,2074,421,23.74,2375.8
2013,Nigeria,Barley,631,387,18.03,1138.5
2013,Nigeria,Soybean,2093,456,26.15,2525.9
2013,Argentina,Wheat,2797,316,24.84,2886.2
2013,Argentina,Rice,1209,219,13.47,1982.5
2013,Argentina,Maize,1863,268,28.1,2411.4
2013,Argentina,Barley,928,11,23.25,917.9
2013,Argentina,Soybean,2235,359,13.55,2450.5
2014,India,Wheat,567,428,21.22,1407.4
2014,India,Rice,2298,483,32.75,3049.9
2014,India,Maize,348,136,18.58,642.6
2014,India,Barley,1731,303,31.14,2116.4
2014,India,Soybean,1430,155,20.1,1681.0
2014,USA,Wheat,674,82,17.66,1159.6
2014,USA,Rice,1353,197,15.66,2118.8
2014,USA,Maize,1774,204,31.44,2358.8
2014,USA,Barley,1364,72,12.47,1184.5
2014,USA,Soybean,2907,169,19.28,3294.8
2014,Brazil,Wheat,1441,109,19.82,2091.6
2014,Brazil,Rice,978,299,14.17,2170.7
2014,Brazil,Maize,306,205,11.12,1375.6
2014,Brazil,Barley,2906,157,18.49,2654.9
2014,Brazil,Soybean,1213,485,10.17,2316.7
2014,China,Wheat,425,404,17.78,1775.2
2014,China,Rice,875,334,23.28,1822.2
2014,China,Maize,1763,213,23.99,1626.5
2014,China,Barley,1948,374,34.3,2888.4
2014,China,Soybean,1699,353,22.64,1912.8
2014,Australia,Wheat,856,269,12.48,1527.0
2014,Australia,Rice,2337,372,19.7,2649.6
2014,Australia,Maize,2141,271,28.91,2875.7
2014,Australia,Barley,544,39,13.25,501.7
2014,Australia,Soybean,2472,46,33.9,2598.6
2014,Nigeria,Wheat,2993,205,34.87,2655.7
2014,Nigeria,Rice,2716,294,17.21,3018.7
2014,Nigeria,Maize,2985,410,19.64,3288.6
2014,Nigeria,Barley,367,78,13.85,615.1
2014,Nigeria,Soybean,2232,171,14.21,2805.5
2014,Argentina,Wheat,1702,352,21.01,2408.5
2014,Argentina,Rice,1677,425,27.73,2675.3
2014,Argentina,Maize,640,439,26.93,1652.7
2014,Argentina,Barley,599,148,23.94,1033.8
2014,Argentina,Soybean,1927,456,13.48,2800.8
2015,India,Wheat,1208,120,30.42,1897.2
2015,India,Rice,2782,282,28.36,3355.0
2015,India,Maize,2451,223,24.23,2925.5
2015,India,Barley,464,496,19.88,1447.4
2015,India,Soybean,2864,154,27.77,3206.5
2015,USA,Wheat,2346,73,24.83,2639.5
2015,USA,Rice,566,319,23.33,996.5
2015,USA,Maize,2593,158,28.65,2589.9
2015,USA,Barley,775,14,29.86,368.4
2015,USA,Soybean,2260,55,10.86,2390.4
2015,Brazil,Wheat,1182,156,22.82,1648.4
2015,Brazil,Rice,2071,317,31.59,2668.9
2015,Brazil,Maize,1551,111,23.06,2189.2
2015,Brazil,Barley,1539,416,19.66,2580.6
2015,Brazil,Soybean,1003,258,19.06,1591.8
2015,China,Wheat,2014,446,34.52,2239.0
2015,China,Rice,903,444,25.05,2109.9
2015,China,Maize,1202,374,21.91,2000.5
2015,China,Barley,2163,125,10.08,2215.6
2015,China,Soybean,1180,234,32.33,1234.7
2015,Australia,Wheat,1646,452,10.77,3055.1
2015,Australia,Rice,2024,296,28.35,2040.7
2015,Australia,Maize,2827,31,27.19,2733.7
2015,Australia,Barley,2133,329,17.48,3164.6
2015,Australia,Soybean,1527,203,18.34,1990.2
2015,Nigeria,Wheat,995,295,33.94,1348.6
2015,Nigeria,Rice,318,379,26.92,855.2
2015,Nigeria,Maize,841,144,11.1,1140.8
2015,Nigeria,Barley,324,46,28.51,614.1
2015,Nigeria,Soybean,440,241,33.43,686.7
2015,Argentina,Wheat,500,136,32.11,896.9
2015,Argentina,Rice,2541,200,12.22,2574.6
2015,Argentina,Maize,1101,439,17.01,1847.7
2015,Argentina,Barley,713,488,11.65,1783.9
2015,Argentina,Soybean,1209,197,24.43,2107.9
2016,India,Wheat,1613,54,33.88,1181.6
2016,India,Rice,657,25,27.04,961.2
2016,India,Maize,2722,171,29.86,2876.0
2016,India,Barley,2669,459,27.75,2958.7
2016,India,Soybean,2458,424,15.81,2950.3
2016,USA,Wheat,1538,471,13.81,2600.3
2016,USA,Rice,1350,127,18.04,1717.6
2016,USA,Maize,2668,410,26.01,3130.3
2016,USA,Barley,1856,412,18.95,2431.3
2016,USA,Soybean,1604,223,14.7,1764.2
2016,Brazil,Wheat,2891,455,21.35,3492.3
2016,Brazil,Rice,1779,63,11.79,1590.3
2016,Brazil,Maize,2759,375,30.56,3058.6
2016,Brazil,Barley,1345,39,23.0,1128.0
2016,Brazil,Soybean,1794,273,16.79,2443.3
2016,China,Wheat,2250,471,32.05,3180.5
2016,China,Rice,653,136,11.36,1395.8
2016,China,Maize,1764,488,14.73,3099.9
2016,China,Barley,2109,105,24.84,1856.8
2016,China,Soybean,1411,315,21.67,1931.1
2016,Australia,Wheat,2672,437,28.52,2882.4
2016,Australia,Rice,967,148,30.67,1380.9
2016,Australia,Maize,436,420,31.66,1323.2
2016,Australia,Barley,2959,347,32.3,2878.2
2016,Australia,Soybean,1406,186,19.43,1869.5
2016,Nigeria,Wheat,2295,188,12.23,2786.7
2016,Nigeria,Rice,770,227,24.12,1655.8
2016,Nigeria,Maize,2310,226,27.6,2929.0
2016,Nigeria,Barley,2522,32,16.36,2152.0
2016,Nigeria,Soybean,1424,426,16.96,2343.6
2016,Argentina,Wheat,2108,461,27.56,2937.8
2016,Argentina,Rice,2036,30,21.89,2191.9
2016,Argentina,Maize,1975,302,11.2,2172.0
2016,Argentina,Barley,1825,313,19.63,2441.7
2016,Argentina,Soybean,1678,312,12.77,2605.7
2017,India,Wheat,2297,236,19.25,3008.1
2017,India,Rice,1778,498,14.65,3011.9
2017,India,Maize,696,109,31.26,989.2
2017,India,Barley,948,338,31.74,1938.0
2017,India,Soybean,1251,479,15.39,2424.9
2017,USA,Wheat,2178,182,10.9,2901.4
2017,USA,Rice,2051,273,26.29,2196.9
2017,USA,Maize,1351,335,26.12,1637.6
2017,USA,Barley,839,497,21.7,1512.2
2017,USA,Soybean,655,30,17.19,638.1
2017,Brazil,Wheat,1848,322,30.58,1869.6
2017,Brazil,Rice,1973,62,16.69,1587.5
2017,Brazil,Maize,857,22,19.48,1325.8
2017,Brazil,Barley,2305,346,13.11,2541.9
2017,Brazil,Soybean,974,418,28.41,1944.1
2017,China,Wheat,2364,277,24.88,2731.4
2017,China,Rice,840,180,31.94,1089.6
2017,China,Maize,2577,330,17.8,2698.6
2017,China,Barley,2812,113,13.29,3313.7
2017,China,Soybean,2005,196,19.56,2544.4
2017,Australia,Wheat,1997,430,16.64,3282.2
2017,Australia,Rice,2059,162,29.33,2630.9
2017,Australia,Maize,2866,253,26.05,2549.3
2017,Australia,Barley,1851,217,17.5,2222.8
2017,Australia,Soybean,1272,144,31.98,1291.8
2017,Nigeria,Wheat,756,169,32.46,842.2
2017,Nigeria,Rice,1779,54,19.95,1974.7
2017,Nigeria,Maize,915,204,27.75,1018.5
2017,Nigeria,Barley,2957,235,22.1,2692.6
2017,Nigeria,Soybean,1447,480,26.79,2364.7
2017,Argentina,Wheat,1925,113,33.57,2074.3
2017,Argentina,Rice,2147,105,26.27,1994.9
2017,Argentina,Maize,2887,287,19.14,3262.2
2017,Argentina,Barley,1413,208,13.52,1436.2
2017,Argentina,Soybean,1717,310,16.91,2284.5
2018,India,Wheat,2803,369,32.66,3515.8
2018,India,Rice,2294,330,18.63,2871.9
2018,India,Maize,515,447,21.75,1646.5
2018,India,Barley,458,498,27.25,1882.9
2018,India,Soybean,2076,379,10.2,3135.8
2018,USA,Wheat,2708,468,11.11,3663.3
2018,USA,Rice,2769,420,29.03,3499.9
2018,USA,Maize,1445,286,34.06,1776.4
2018,USA,Barley,2945,455,21.49,3764.1
2018,USA,Soybean,2649,406,21.46,2718.6
2018,Brazil,Wheat,1289,15,21.14,1276.8
2018,Brazil,Rice,792,244,26.86,1573.0
2018,Brazil,Maize,2678,342,23.18,3456.6
2018,Brazil,Barley,1991,79,12.72,2202.6
2018,Brazil,Soybean,2190,261,34.87,2756.3
2018,China,Wheat,2793,341,16.49,3351.5
2018,China,Rice,2621,28,14.4,2877.8
2018,China,Maize,1185,475,34.53,1811.7
2018,China,Barley,919,380,28.3,1336.2
2018,China,Soybean,1596,116,19.88,2157.0
2018,Australia,Wheat,2797,427,28.93,2942.3
2018,Australia,Rice,2709,17,29.33,2902.9
2018,Australia,Maize,794,103,26.02,619.0
2018,Australia,Barley,2940,196,34.0,3157.0
2018,Australia,Soybean,2177,102,22.47,1856.9
2018,Nigeria,Wheat,2768,83,29.61,3071.3
2018,Nigeria,Rice,2518,478,15.55,3577.9
2018,Nigeria,Maize,1171,331,22.87,2313.1
2018,Nigeria,Barley,1926,287,20.72,2795.6
2018,Nigeria,Soybean,648,460,32.37,1286.7
2018,Argentina,Wheat,309,237,17.22,1308.0
2018,Argentina,Rice,966,43,34.83,1181.5
2018,Argentina,Maize,900,102,22.04,1537.6
2018,Argentina,Barley,1279,413,28.86,2234.6
2018,Argentina,Soybean,573,182,16.28,1638.6
2019,India,Wheat,992,100,20.39,1749.7
2019,India,Rice,2461,266,14.79,3228.9
2019,India,Maize,1727,125,10.69,1838.7
2019,India,Barley,1364,114,15.72,1354.0
2019,India,Soybean,1724,287,31.67,2384.5
2019,USA,Wheat,2260,230,20.78,2315.2
2019,USA,Rice,950,321,24.5,1255.0
2019,USA,Maize,2935,291,30.99,2728.1
2019,USA,Barley,999,208,32.35,1217.7
2019,USA,Soybean,2501,49,20.02,2359.6
2019,Brazil,Wheat,2479,288,21.91,2738.1
2019,Brazil,Rice,2975,118,24.78,2920.2
2019,Brazil,Maize,1691,156,24.85,1973.3
2019,Brazil,Barley,774,333,17.38,2105.4
2019,Brazil,Soybean,2768,394,20.24,3079.0
2019,China,Wheat,339,456,18.3,1993.2
2019,China,Rice,2312,33,18.82,1730.4
2019,China,Maize,589,450,21.58,1335.4
2019,China,Barley,2975,288,33.28,3485.2
2019,China,Soybean,553,190,29.14,1355.0
2019,Australia,Wheat,999,63,19.05,1558.7
2019,Australia,Rice,1973,177,15.65,2708.9
2019,Australia,Maize,511,12,32.07,453.1
2019,Australia,Barley,2138,461,34.17,2327.7
2019,Australia,Soybean,1834,429,28.55,3003.7
2019,Nigeria,Wheat,2232,352,25.24,2778.2
2019,Nigeria,Rice,1168,34,16.32,1785.2
2019,Nigeria,Maize,505,194,19.27,977.3
2019,Nigeria,Barley,2209,237,34.62,2398.0
2019,Nigeria,Soybean,1345,222,23.56,2251.4
2019,Argentina,Wheat,571,68,20.36,1326.2
2019,Argentina,Rice,2379,452,16.73,2892.9
2019,Argentina,Maize,820,474,33.81,1274.9
2019,Argentina,Barley,2852,282,25.04,3030.2
2019,Argentina,Soybean,1434,162,13.25,2206.7
2020,India,Wheat,2156,200,22.72,2700.6
2020,India,Rice,1404,498,21.22,2100.0
2020,India,Maize,403,280,27.86,1493.8
2020,India,Barley,1306,416,13.13,2253.5
2020,India,Soybean,1961,322,16.85,2806.3
2020,USA,Wheat,980,486,13.55,2201.5
2020,USA,Rice,561,349,34.46,1316.2
2020,USA,Maize,860,85,26.78,698.2
2020,USA,Barley,2530,201,22.41,3163.9
2020,USA,Soybean,1797,280,22.67,2633.9
2020,Brazil,Wheat,1451,461,19.61,2736.7
2020,Brazil,Rice,342,381,13.11,981.5
2020,Brazil,Maize,2124,279,31.08,2704.4
2020,Brazil,Barley,2223,225,27.62,2802.2
2020,Brazil,Soybean,1201,386,23.36,1666.2
2020,China,Wheat,2686,202,17.72,2710.6
2020,China,Rice,689,497,14.48,2231.4
2020,China,Maize,1806,156,19.91,2447.7
2020,China,Barley,1781,98,13.93,1932.5
2020,China,Soybean,2775,160,17.91,2381.9
2020,Australia,Wheat,1182,322,29.92,1808.4
2020,Australia,Rice,674,460,31.27,1740.5
2020,Australia,Maize,1533,473,14.07,3023.7
2020,Australia,Barley,412,21,17.19,529.7
2020,Australia,Soybean,2224,292,20.29,3061.3
2020,Nigeria,Wheat,816,66,31.95,533.3
2020,Nigeria,Rice,2465,385,29.59,2763.1
2020,Nigeria,Maize,349,377,18.34,1574.8
2020,Nigeria,Barley,2544,388,11.41,3255.1
2020,Nigeria,Soybean,751,298,26.04,1629.4
2020,Argentina,Wheat,2738,88,12.9,2451.4
2020,Argentina,Rice,427,319,25.03,1132.3
2020,Argentina,Maize,2115,347,33.53,2410.7
2020,Argentina,Barley,868,401,11.69,2047.5
2020,Argentina,Soybean,501,26,12.58,896.0
2021,India,Wheat,1648,421,20.09,2923.5
2021,India,Rice,1791,434,15.11,2837.7
2021,India,Maize,2734,275,22.92,3310.0
2021,India,Barley,507,11,17.19,840.7
2021,India,Soybean,2513,31,13.6,2374.4
2021,USA,Wheat,518,166,33.14,434.0
2021,USA,Rice,2900,447,27.39,3342.1
2021,USA,Maize,895,492,26.21,1850.9
2021,USA,Barley,1457,216,24.09,1428.7
2021,USA,Soybean,780,361,25.25,1837.5
2021,Brazil,Wheat,1766,109,16.24,1725.4
2021,Brazil,Rice,712,461,33.67,1307.9
2021,Brazil,Maize,2308,275,25.31,2457.3
2021,Brazil,Barley,961,444,32.07,2226.1
2021,Brazil,Soybean,1571,287,25.63,1987.5
2021,China,Wheat,324,293,25.69,888.3
2021,China,Rice,1391,16,16.33,1144.5
2021,China,Maize,382,394,15.51,1010.5
2021,China,Barley,2393,115,28.49,2120.5
2021,China,Soybean,475,175,12.55,973.5
2021,Australia,Wheat,2118,63,18.18,2393.6
2021,Australia,Rice,1664,136,30.18,1667.4
2021,Australia,Maize,943,102,22.82,1652.2
2021,Australia,Barley,1571,357,25.33,2093.5
2021,Australia,Soybean,1364,179,27.52,1666.0
2021,Nigeria,Wheat,2386,378,30.46,2470.2
2021,Nigeria,Rice,1803,445,10.34,2803.0
2021,Nigeria,Maize,2340,375,16.77,3397.3
2021,Nigeria,Barley,1101,305,18.87,2247.1
2021,Nigeria,Soybean,1637,170,26.82,1718.4
2021,Argentina,Wheat,1929,313,18.33,2322.9
2021,Argentina,Rice,1873,136,30.57,1906.7
