Year,Area,Item,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
2007,Brazil,Maize,460,410,25.94,1159
2007,Brazil,Barley,2075,56,12.96,2233
2007,Brazil,Soybean,1882,87,28.68,3971
2007,China,Wheat,1136,70,34.49,4196
2007,China,Rice,2185,263,24.66,3257
2007,China,Maize,2200,60,33.52,1949
2007,China,Barley,846,311,15.64,2503
2007,China,Soybean,2396,414,21.45,2903
2007,Australia,Wheat,1925,269,11.25,3478
2007,Australia,Rice,940,289,28.24,2361
2007,Australia,Maize,1505,183,25.26,4783
2007,Australia,Barley,1919,161,21.8,1931
2007,Australia,Soybean,1175,115,17.05,1743
2007,Nigeria,Wheat,1202,172,16.89,769
2007,Nigeria,Rice,931,403,16.8,3753
2007,Nigeria,Maize,2314,115,31.12,1081
2007,Nigeria,Barley,1879,338,22.19,2219
2007,Nigeria,Soybean,1942,93,25.49,1374
2007,Argentina,Wheat,1764,30,23.31,4500
2007,Argentina,Rice,2310,16,12.16,1922
2007,Argentina,Maize,2301,169,26.59,1671
2007,Argentina,Barley,1795,152,32.05,1949
2007,Argentina,Soybean,2839,385,16.5,4760
2008,India,Wheat,2661,30,16.41,4170
2008,India,Rice,2053,430,24.13,2438
2008,India,Maize,670,354,33.68,2431
2008,India,Barley,2792,434,10.55,1394
2008,India,Soybean,2837,336,27.09,2836
2008,USA,Wheat,892,161,12.87,2590
2008,USA,Rice,2004,432,27.7,2133
2008,USA,Maize,1265,207,31.17,4088
2008,USA,Barley,1837,31,31.25,3637
2008,USA,Soybean,397,153,20.29,4250
2008,Brazil,Wheat,887,353,29.67,1110
2008,Brazil,Rice,2027,252,29.66,2579
2008,Brazil,Maize,2738,286,14.12,1591
2008,Brazil,Barley,2201,381,22.98,3291
2008,Brazil,Soybean,2560,88,31.99,1281
2008,China,Wheat,2405,293,29.3,2613
2008,China,Rice,2083,263,18.59,1567
2008,China,Maize,1877,236,12.64,2314
2008,China,Barley,2948,388,19.51,4902
2008,China,Soybean,1078,277,23.08,3055
2008,Australia,Wheat,775,306,24.44,2785
2008,Australia,Rice,1427,219,13.95,4025
2008,Australia,Maize,2733,272,25.34,3424
2008,Australia,Barley,558,292,16.92,4635
2008,Australia,Soybean,2833,426,24.95,1112
2008,Nigeria,Wheat,2215,185,13.8,2807
2008,Nigeria,Rice,2713,255,31.42,3196
2008,Nigeria,Maize,1847,404,22.63,1074
2008,Nigeria,Barley,2210,30,28.13,1783
2008,Nigeria,Soybean,1223,111,34.49,2094
2008,Argentina,Wheat,546,137,10.32,2060
2008,Argentina,Rice,2478,362,10.73,2439
2008,Argentina,Maize,1229,163,11.99,726
2008,Argentina,Barley,564,381,32.96,1145
2008,Argentina,Soybean,2558,69,17.86,3490
2009,India,Wheat,1687,373,17.85,1654
2009,India,Rice,887,485,23.14,4579
2009,India,Maize,2503,257,12.18,1480
2009,India,Barley,1998,189,32.63,4933
2009,India,Soybean,1637,84,26.28,3747
2009,USA,Wheat,1195,159,28.45,2174
2009,USA,Rice,1230,298,13.16,1589
2009,USA,Maize,782,433,10.1,1570
2009,USA,Barley,2258,463,31.39,4719
2009,USA,Soybean,2348,465,11.82,1139
2009,Brazil,Wheat,2538,76,27.35,1836
2009,Brazil,Rice,1248,311,28.98,959
2009,Brazil,Maize,850,402,29.71,2757
2009,Brazil,Barley,1438,234,31.86,2954
2009,Brazil,Soybean,1766,100,19.74,3097
2009,China,Wheat,441,109,19.54,4118
2009,China,Rice,1982,39,30.06,1095
2009,China,Maize,2204,290,20.54,4865
2009,China,Barley,453,111,17.0,2467
2009,China,Soybean,382,119,32.77,1949
2009,Australia,Wheat,1598,210,30.99,2720
2009,Australia,Rice,1959,384,23.32,3490
2009,Australia,Maize,697,129,27.59,3223
2009,Australia,Barley,2812,295,11.15,3947
2009,Australia,Soybean,2436,151,24.96,2262
2009,Nigeria,Wheat,2681,231,24.97,567
2009,Nigeria,Rice,1287,273,31.93,4508
2009,Nigeria,Maize,1955,136,25.65,3024
2009,Nigeria,Barley,1385,378,17.13,2815
2009,Nigeria,Soybean,1358,276,34.89,2085
2009,Argentina,Wheat,1792,264,26.47,1799
2009,Argentina,Rice,2286,181,12.87,2544
2009,Argentina,Maize,2228,333,31.71,1227
2009,Argentina,Barley,2827,74,10.63,842
2009,Argentina,Soybean,1747,341,32.77,1026
2010,India,Wheat,2196,156,32.31,905
2010,India,Rice,2579,30,25.78,4240
2010,India,Maize,478,141,26.91,2895
2010,India,Barley,2887,269,19.61,1078
2010,India,Soybean,1815,203,16.79,2894
2010,USA,Wheat,1684,266,16.72,4505
2010,USA,Rice,2561,162,10.07,4857
2010,USA,Maize,1029,292,13.5,3951
2010,USA,Barley,661,458,21.26,2144
2010,USA,Soybean,1166,433,21.74,1955
2010,Brazil,Wheat,2175,321,24.77,2596
2010,Brazil,Rice,1625,378,15.48,4999
2010,Brazil,Maize,1191,362,18.47,840
2010,Brazil,Barley,2268,201,22.82,2929
2010,Brazil,Soybean,2580,274,30.42,1355
2010,China,Wheat,2112,316,32.0,682
2010,China,Rice,1874,406,26.89,2017
2010,China,Maize,1206,342,33.24,4128
2010,China,Barley,300,177,20.55,3903
2010,China,Soybean,883,465,26.77,1632
2010,Australia,Wheat,2792,249,17.42,1487
2010,Australia,Rice,819,162,25.91,4241
2010,Australia,Maize,2778,224,11.01,2375
2010,Australia,Barley,1981,459,26.63,4244
2010,Australia,Soybean,2986,429,19.23,2274
2010,Nigeria,Wheat,2759,433,28.78,4308
2010,Nigeria,Rice,631,387,18.03,4506
2010,Nigeria,Maize,2093,456,26.15,701
2010,Nigeria,Barley,2797,316,24.84,1409
2010,Nigeria,Soybean,509,60,32.83,1270
2010,Argentina,Wheat,2801,164,28.52,2128
2010,Argentina,Rice,2001,396,23.35,4508
2010,Argentina,Maize,567,428,21.22,2498
2010,Argentina,Barley,1680,222,30.2,1650
2010,Argentina,Soybean,522,418,28.23,2319
2011,India,Wheat,2624,447,31.3,3158
2011,India,Rice,674,82,17.66,4205
2011,India,Maize,1353,197,15.66,2323
2011,India,Barley,1774,204,31.44,3634
2011,India,Soybean,2370,369,32.24,2541
2011,USA,Wheat,1441,109,19.82,2443
2011,USA,Rice,978,299,14.17,3480
2011,USA,Maize,306,205,11.12,3764
2011,USA,Barley,2906,157,18.49,3773
2011,USA,Soybean,1213,485,10.17,3554
2011,Brazil,Wheat,1802,484,20.24,3428
2011,Brazil,Rice,2129,73,25.14,1429
2011,Brazil,Maize,1763,213,23.99,1554
2011,Brazil,Barley,1948,374,34.3,1899
2011,Brazil,Soybean,742,76,34.1,1678
2011,China,Wheat,2337,372,19.7,1757
2011,China,Rice,2141,271,28.91,1410
2011,China,Maize,544,39,13.25,2669
2011,China,Barley,2472,46,33.9,3658
2011,China,Soybean,2993,205,34.87,2916
2011,Australia,Wheat,1096,86,25.17,2436
2011,Australia,Rice,2456,233,18.51,4663
2011,Australia,Maize,2652,406,23.54,2890
2011,Australia,Barley,1246,396,17.56,1939
2011,Australia,Soybean,1061,350,18.56,2056
2011,Nigeria,Wheat,599,148,23.94,2022
2011,Nigeria,Rice,1927,456,13.48,1634
2011,Nigeria,Maize,2486,493,20.04,3670
2011,Nigeria,Barley,2451,223,24.23,3334
2011,Nigeria,Soybean,464,496,19.88,1807
2011,Argentina,Wheat,2864,154,27.77,2409
2011,Argentina,Rice,2346,73,24.83,766
2011,Argentina,Maize,2145,182,21.46,2793
2011,Argentina,Barley,2742,496,13.12,1476
2011,Argentina,Soybean,1507,29,21.67,1382
2012,India,Wheat,2494,163,34.52,2110
2012,India,Rice,1539,416,19.66,3308
2012,India,Maize,2846,251,28.14,4302
2012,India,Barley,381,101,30.69,4322
2012,India,Soybean,1202,374,21.91,3058
2012,USA,Wheat,2163,125,10.08,2884
2012,USA,Rice,1180,234,32.33,2990
2012,USA,Maize,1336,440,25.66,2834
2012,USA,Barley,1437,489,33.23,4406
2012,USA,Soybean,2133,329,17.48,2499
2012,Brazil,Wheat,1527,203,18.34,1195
2012,Brazil,Rice,1609,66,29.83,3734
2012,Brazil,Maize,318,379,26.92,4708
2012,Brazil,Barley,841,144,11.1,3863
2012,Brazil,Soybean,324,46,28.51,4736
2012,China,Wheat,2067,145,29.22,700
2012,China,Rice,556,173,27.5,3675
2012,China,Maize,1101,439,17.01,913
2012,China,Barley,2314,367,17.65,4155
2012,China,Soybean,1209,197,24.43,2515
2012,Australia,Wheat,1613,54,33.88,857
2012,Australia,Rice,1851,75,11.92,2922
2012,Australia,Maize,461,243,16.06,1997
2012,Australia,Barley,1336,193,17.38,3055
2012,Australia,Soybean,1613,304,20.03,1738
2012,Nigeria,Wheat,1273,129,20.13,1550
2012,Nigeria,Rice,1888,304,15.65,936
2012,Nigeria,Maize,1856,412,18.95,1804
2012,Nigeria,Barley,2378,346,27.99,2089
2012,Nigeria,Soybean,1887,157,27.07,1511
2012,Argentina,Wheat,352,417,17.25,2807
2012,Argentina,Rice,1528,68,29.38,1535
2012,Argentina,Maize,2250,471,32.05,4949
2012,Argentina,Barley,1398,370,28.72,1764
2012,Argentina,Soybean,2184,163,27.88,4297
2013,India,Wheat,2641,218,11.57,1317
2013,India,Rice,2099,434,18.51,1388
2013,India,Maize,2155,166,33.27,3124
2013,India,Barley,1942,156,24.12,1318
2013,India,Soybean,2488,92,32.75,3171
2013,USA,Wheat,2295,188,12.23,970
2013,USA,Rice,2565,422,19.69,2510
2013,USA,Maize,2979,448,10.11,4618
2013,USA,Barley,534,22,14.57,4107
2013,USA,Soybean,822,282,26.9,2129
2013,Brazil,Wheat,2036,30,21.89,1816
2013,Brazil,Rice,1212,110,22.46,3087
2013,Brazil,Maize,1323,50,21.9,2019
2013,Brazil,Barley,1981,265,19.22,1391
2013,Brazil,Soybean,1778,498,14.65,3288
2013,China,Wheat,696,109,31.26,4924
2013,China,Rice,1782,319,32.0,2516
2013,China,Maize,2968,352,25.19,661
2013,China,Barley,2051,273,26.29,1439
2013,China,Soybean,839,497,21.7,855
2013,Australia,Wheat,534,236,26.67,2596
2013,Australia,Rice,417,63,22.9,2600
2013,Australia,Maize,857,22,19.48,2315
2013,Australia,Barley,2305,346,13.11,1174
2013,Australia,Soybean,686,120,18.26,4351
2013,Nigeria,Wheat,1183,33,28.12,1239
2013,Nigeria,Rice,1701,197,19.94,4404
2013,Nigeria,Maize,418,165,16.68,3012
2013,Nigeria,Barley,2451,101,34.4,4366
2013,Nigeria,Soybean,2005,196,19.56,3292
2013,Argentina,Wheat,1997,430,16.64,4563
2013,Argentina,Rice,2059,162,29.33,4525
2013,Argentina,Maize,2866,253,26.05,1219
2013,Argentina,Barley,2902,382,26.16,4218
2013,Argentina,Soybean,2970,316,10.59,4926
2014,India,Wheat,524,480,29.51,3616
2014,India,Rice,1382,141,32.49,4496
2014,India,Maize,788,166,16.17,3776
2014,India,Barley,1402,133,21.85,1741
2014,India,Soybean,815,99,34.76,1130
2014,USA,Wheat,2147,105,26.27,3902
2014,USA,Rice,2887,287,19.14,3770
2014,USA,Maize,2709,450,25.56,960
2014,USA,Barley,2803,369,32.66,3983
2014,USA,Soybean,2294,330,18.63,3673
2014,Brazil,Wheat,515,447,21.75,3106
2014,Brazil,Rice,458,498,27.25,3341
2014,Brazil,Maize,2076,379,10.2,2795
2014,Brazil,Barley,1889,170,33.95,2446
2014,Brazil,Soybean,2362,233,22.52,3000
2014,China,Wheat,2945,455,21.49,2849
2014,China,Rice,2232,232,11.1,1616
2014,China,Maize,2867,437,32.44,1119
2014,China,Barley,2678,342,23.18,4063
2014,China,Soybean,1905,178,14.92,2390
2014,Australia,Wheat,1575,57,20.17,2993
2014,Australia,Rice,1655,148,21.47,1369
2014,Australia,Maize,1185,475,34.53,1783
2014,Australia,Barley,919,380,28.3,3925
2014,Australia,Soybean,1596,116,19.88,3395
2014,Nigeria,Wheat,2797,427,28.93,3712
2014,Nigeria,Rice,2709,17,29.33,2519
2014,Nigeria,Maize,794,103,26.02,4782
2014,Nigeria,Barley,2177,102,22.47,4732
2014,Nigeria,Soybean,2768,83,29.61,4083
2014,Argentina,Wheat,2518,478,15.55,2869
2014,Argentina,Rice,2803,441,12.38,3160
2014,Argentina,Maize,648,460,32.37,1696
2014,Argentina,Barley,309,237,17.22,3818
2014,Argentina,Soybean,966,43,34.83,4243
2015,India,Wheat,900,102,22.04,4406
2015,India,Rice,1279,413,28.86,4196
2015,India,Maize,573,182,16.28,2503
2015,India,Barley,992,100,20.39,3508
2015,India,Soybean,2461,266,14.79,4199
2015,USA,Wheat,1589,324,15.52,4700
2015,USA,Rice,2224,387,33.91,2901
2015,USA,Maize,2072,434,33.76,3371
2015,USA,Barley,1246,158,22.92,2829
2015,USA,Soybean,2750,118,18.83,2538
2015,Brazil,Wheat,2674,163,32.31,2679
2015,Brazil,Rice,1173,93,22.44,3175
2015,Brazil,Maize,520,401,14.65,3718
2015,Brazil,Barley,411,112,10.82,4065
2015,Brazil,Soybean,774,333,17.38,4566
2015,China,Wheat,2768,394,20.24,3854
2015,China,Rice,339,456,18.3,4107
2015,China,Maize,2883,499,30.62,789
2015,China,Barley,2780,480,11.14,778
2015,China,Soybean,880,360,13.2,1324
2015,Australia,Wheat,999,63,19.05,4396
2015,Australia,Rice,1973,177,15.65,3656
2015,Australia,Maize,511,12,32.07,841
2015,Australia,Barley,2138,461,34.17,3609
2015,Australia,Soybean,1834,429,28.55,2488
2015,Nigeria,Wheat,2232,352,25.24,4113
2015,Nigeria,Rice,1168,34,16.32,705
2015,Nigeria,Maize,795,388,34.99,4311
2015,Nigeria,Barley,2851,31,19.83,3208
2015,Nigeria,Soybean,2291,250,19.52,4586
2015,Argentina,Wheat,2122,435,27.73,4849
2015,Argentina,Rice,820,474,33.81,4605
2015,Argentina,Maize,2852,282,25.04,652
2015,Argentina,Barley,1958,414,24.0,3300
2015,Argentina,Soybean,2156,200,22.72,4375
2016,India,Wheat,1404,498,21.22,4699
2016,India,Rice,2214,207,33.02,906
2016,India,Maize,1701,176,31.26,4164
2016,India,Barley,1062,178,14.88,4857
2016,India,Soybean,1663,317,13.93,3908
2016,USA,Wheat,860,85,26.78,2656
2016,USA,Rice,2530,201,22.41,1997
2016,USA,Maize,1867,361,28.36,868
2016,USA,Barley,1150,52,30.97,3035
2016,USA,Soybean,377,323,25.4,3886
2016,Brazil,Wheat,1201,386,23.36,2886
2016,Brazil,Rice,2540,462,27.96,889
2016,Brazil,Maize,1299,22,34.04,1158
2016,Brazil,Barley,1190,52,31.63,4231
2016,Brazil,Soybean,751,437,17.25,3593
2016,China,Wheat,1182,322,29.92,3066
2016,China,Rice,674,460,31.27,3562
2016,China,Maize,894,188,10.3,612
2016,China,Barley,1335,135,19.77,2424
2016,China,Soybean,439,410,33.37,1016
2016,Australia,Wheat,2916,421,20.11,1387
2016,Australia,Rice,1641,59,20.82,518
2016,Australia,Maize,1025,206,11.8,4561
2016,Australia,Barley,2906,176,33.61,4265
2016,Australia,Soybean,2738,88,12.9,3974
2016,Nigeria,Wheat,427,319,25.03,3261
2016,Nigeria,Rice,660,66,10.29,701
2016,Nigeria,Maize,2364,331,34.27,1841
2016,Nigeria,Barley,980,462,14.75,4302
2016,Nigeria,Soybean,2012,213,11.85,2934
2016,Argentina,Wheat,1077,107,22.08,707
2016,Argentina,Rice,1837,133,23.74,4617
2016,Argentina,Maize,453,436,24.88,4814
2016,Argentina,Barley,968,239,11.71,3100
2016,Argentina,Soybean,1249,157,24.98,4054
2017,India,Wheat,2714,331,16.69,3349
2017,India,Rice,1457,216,24.09,4668
2017,India,Maize,780,361,25.25,4695
2017,India,Barley,1382,267,31.65,1588
2017,India,Soybean,2942,163,21.23,3494
2017,USA,Wheat,859,414,15.07,2313
2017,USA,Rice,909,423,27.0,783
2017,USA,Maize,1772,378,19.64,1316
2017,USA,Barley,382,394,15.51,3644
2017,USA,Soybean,2393,115,28.49,675
2017,Brazil,Wheat,1489,154,22.45,2318
2017,Brazil,Rice,2401,187,12.32,1864
2017,Brazil,Maize,1732,421,31.53,4176
2017,Brazil,Barley,2726,82,20.96,3462
2017,Brazil,Soybean,1571,357,25.33,2924
2017,China,Wheat,1364,179,27.52,4251
2017,China,Rice,2386,378,30.46,1634
2017,China,Maize,1803,445,10.34,3284
2017,China,Barley,2340,375,16.77,2750
2017,China,Soybean,360,443,28.32,1837
2017,Australia,Wheat,1484,340,24.87,2129
2017,Australia,Rice,1627,147,32.12,3186
2017,Australia,Maize,574,173,33.32,4257
2017,Australia,Barley,2734,467,22.84,1514
2017,Australia,Soybean,2211,100,23.04,1190
2017,Nigeria,Wheat,793,499,20.69,3056
2017,Nigeria,Rice,689,116,23.46,4527
2017,Nigeria,Maize,2017,46,26.66,3758
2017,Nigeria,Barley,744,67,16.21,1241
2017,Nigeria,Soybean,2341,177,21.06,1858
2017,Argentina,Wheat,2439,27,30.62,3059
2017,Argentina,Rice,1462,195,10.55,4851
2017,Argentina,Maize,434,70,21.74,2635
2017,Argentina,Barley,1122,12,20.24,620
2017,Argentina,Soybean,1937,47,12.8,1424
2018,India,Wheat,944,211,33.56,741
2018,India,Rice,2802,460,30.35,1302
2018,India,Maize,1263,78,10.2,2687
2018,India,Barley,2630,321,23.83,776
2018,India,Soybean,360,328,11.92,4427
2018,USA,Wheat,2500,246,17.69,3091
2018,USA,Rice,866,361,29.66,1700
2018,USA,Maize,613,304,15.79,1736
2018,USA,Barley,436,15,23.83,3094
2018,USA,Soybean,961,434,31.47,586
2018,Brazil,Wheat,2812,85,31.47,3442
2018,Brazil,Rice,2804,294,21.48,4170
2018,Brazil,Maize,794,121,12.94,3818
2018,Brazil,Barley,896,459,23.3,3589
2018,Brazil,Soybean,1929,159,23.53,1220
2018,China,Wheat,937,244,28.31,998
2018,China,Rice,933,147,25.87,614
2018,China,Maize,973,210,15.3,2753
2018,China,Barley,2594,56,19.78,646
2018,China,Soybean,2465,408,28.73,2910
2018,Australia,Wheat,1832,146,20.39,3505
2018,Australia,Rice,318,204,27.41,948
2018,Australia,Maize,2248,443,18.19,4736
2018,Australia,Barley,2220,427,10.55,738
2018,Australia,Soybean,504,57,25.14,3888
2018,Nigeria,Wheat,594,137,34.51,4666
2018,Nigeria,Rice,1592,334,29.12,1316
2018,Nigeria,Maize,1426,318,29.41,4145
2018,Nigeria,Barley,828,180,11.73,2288
2018,Nigeria,Soybean,2888,126,15.55,1667
2018,Argentina,Wheat,2372,319,28.09,3179
2018,Argentina,Rice,2147,330,21.63,2121
2018,Argentina,Maize,2683,434,22.13,3494
2018,Argentina,Barley,2977,242,23.29,3984
2018,Argentina,Soybean,638,156,31.37,4734
2019,India,Wheat,841,66,30.09,2982
2019,India,Rice,683,57,15.2,4219
2019,India,Maize,2881,15,19.74,2839
2019,India,Barley,1031,125,26.21,4677
2019,India,Soybean,2680,54,34.73,1031
2019,USA,Wheat,2283,230,23.98,4304
2019,USA,Rice,2670,348,11.75,705
2019,USA,Maize,2155,49,11.72,3121
2019,USA,Barley,943,69,28.07,3693
2019,USA,Soybean,2966,105,10.21,3806
2019,Brazil,Wheat,1197,71,31.06,1170
2019,Brazil,Rice,1805,326,12.59,2455
2019,Brazil,Maize,1459,210,24.59,2392
2019,Brazil,Barley,2153,304,26.94,4071
2019,Brazil,Soybean,2832,220,25.51,4112
2019,China,Wheat,2918,80,26.56,3442
2019,China,Rice,519,399,28.75,2948
2019,China,Maize,1290,396,20.83,1303
2019,China,Barley,789,494,23.54,4145
2019,China,Soybean,2005,454,27.91,553
2019,Australia,Wheat,2875,17,24.71,1454
2019,Australia,Rice,2733,103,31.72,1149
2019,Australia,Maize,2647,404,14.7,3140
2019,Australia,Barley,2861,187,19.57,1357
2019,Australia,Soybean,1090,155,33.96,883
2019,Nigeria,Wheat,2409,303,23.33,4790
2019,Nigeria,Rice,2408,138,23.22,4751
2019,Nigeria,Maize,1222,365,30.59,3546
2019,Nigeria,Barley,1274,216,29.45,2314
2019,Nigeria,Soybean,1137,481,12.21,4440
2019,Argentina,Wheat,2687,213,13.77,4987
2019,Argentina,Rice,1068,174,16.49,1593
2019,Argentina,Maize,704,105,16.08,2040
2019,Argentina,Barley,2137,187,29.59,2603
2019,Argentina,Soybean,665,196,22.86,4699
2020,India,Wheat,376,239,12.36,2878
2020,India,Rice,1505,390,11.68,3235
2020,India,Maize,2374,285,32.58,1456
2020,India,Barley,1414,489,26.86,1974
2020,India,Soybean,664,356,16.04,4226
2020,USA,Wheat,2600,278,13.25,3006
2020,USA,Rice,798,447,24.15,3350
2020,USA,Maize,2945,175,10.43,1419
2020,USA,Barley,413,442,29.06,4339
2020,USA,Soybean,1558,451,24.08,3696
2020,Brazil,Wheat,2485,348,24.52,2096
2020,Brazil,Rice,1864,392,28.33,4021
2020,Brazil,Maize,2421,70,19.73,2758
2020,Brazil,Barley,2243,148,33.23,3087
2020,Brazil,Soybean,1638,398,34.89,3327
2020,China,Wheat,1885,397,31.53,2717
2020,China,Rice,2244,23,11.33,4478
2020,China,Maize,2536,411,19.06,1598
2020,China,Barley,2624,437,22.51,1948
2020,China,Soybean,870,354,26.22,3005
2020,Australia,Wheat,1217,348,28.69,2178
2020,Australia,Rice,915,469,11.06,4325
2020,Australia,Maize,392,439,14.24,3975
2020,Australia,Barley,733,121,10.62,706
2020,Australia,Soybean,1079,305,30.07,3190
2020,Nigeria,Wheat,389,103,32.04,2357
2020,Nigeria,Rice,1104,442,16.93,4375
2020,Nigeria,Maize,1910,465,12.37,4382
2020,Nigeria,Barley,1352,305,15.77,2887
2020,Nigeria,Soybean,927,448,32.07,3066
2020,Argentina,Wheat,1275,54,34.4,1443
2020,Argentina,Rice,2502,190,30.0,3827
2020,Argentina,Maize,1834,82,34.93,2759
2020,Argentina,Barley,2128,243,27.28,3794
2020,Argentina,Soybean,2978,322,21.63,3154
2021,India,Wheat,1184,231,13.2,4356
2021,India,Rice,1224,412,23.8,1594
2021,India,Maize,2711,67,15.73,2823
2021,India,Barley,349,367,33.56,3655
2021,India,Soybean,2340,305,12.86,4831
2021,USA,Wheat,2403,416,29.96,609
2021,USA,Rice,491,401,15.49,1583
2021,USA,Maize,949,48,19.14,1136
2021,USA,Barley,1336,489,34.38,4365
2021,USA,Soybean,1661,457,11.91,2379
2021,Brazil,Wheat,330,384,27.67,3873
2021,Brazil,Rice,2443,199,13.43,1789
2021,Brazil,Maize,1747,137,13.6,3683
2021,Brazil,Barley,2151,455,31.89,3636
2021,Brazil,Soybean,1290,499,30.56,2653
2021,China,Wheat,2528,193,19.1,3337
2021,China,Rice,1412,185,23.68,2653
2021,China,Maize,1594,472,23.45,3396
2021,China,Barley,2740,49,19.29,4302
2021,China,Soybean,1405,342,28.54,946
2021,Australia,Wheat,1534,453,19.04,726
2021,Australia,Rice,347,27,13.08,2330
2021,Australia,Maize,486,354,22.85,3035
2021,Australia,Barley,2232,374,33.79,1752
2021,Australia,Soybean,1713,476,28.41,2381
2021,Nigeria,Wheat,569,104,20.07,2074
2021,Nigeria,Rice,1395,290,28.54,3758
2021,Nigeria,Maize,2833,200,24.27,719
2021,Nigeria,Barley,352,231,31.36,2166
2021,Nigeria,Soybean,1560,255,30.64,905
2021,Argentina,Wheat,2955,431,34.25,571
2021,Argentina,Rice,2153,194,29.64,2067
2021,Argentina,Maize,686,265,12.18,1326
2021,Argentina,Barley,2122,358,29.9,807
2021,Argentina,Soybean,1450,434,16.32,3309
2022,India,Wheat,1919,496,24.72,3186
2022,India,Rice,575,214,15.8,3479
2022,India,Maize,780,394,18.78,3629
2022,India,Barley,1651,228,11.0,4257
2022,India,Soybean,627,273,33.11,1634
2022,USA,Wheat,1080,432,10.16,655
2022,USA,Rice,1796,198,13.86,3573
2022,USA,Maize,1021,410,27.6,4608
2022,USA,Barley,2955,230,27.7,3909
2022,USA,Soybean,1494,478,29.07,2147
2022,Brazil,Wheat,1890,346,22.76,642
2022,Brazil,Rice,1524,189,22.75,2931
2022,Brazil,Maize,2015,423,23.78,3196
2022,Brazil,Barley,2017,376,14.02,3286
2022,Brazil,Soybean,2166,107,15.39,4371
2022,China,Wheat,2106,149,28.11,3451
2022,China,Rice,371,164,14.34,1844
2022,China,Maize,2454,241,15.0,1382
2022,China,Barley,438,112,13.14,2004
2022,China,Soybean,2763,230,31.41,923
2022,Australia,Wheat,1891,399,19.15,992
2022,Australia,Rice,491,319,12.19,2468
2022,Australia,Maize,526,380,18.63,1316
2022,Australia,Barley,1773,72,11.04,1370
2022,Australia,Soybean,967,282,26.33,4569
2022,Nigeria,Wheat,1351,459,25.49,4888
2022,Nigeria,Rice,2524,308,18.49,807
2022,Nigeria,Maize,1276,114,18.67,3247
2022,Nigeria,Barley,1817,92,17.8,1878
2022,Nigeria,Soybean,2073,369,17.83,2461
2022,Argentina,Wheat,509,313,30.86,2994
2022,Argentina,Rice,2807,465,33.47,4505
2022,Argentina,Maize,1222,146,16.0,683
2022,Argentina,Barley,2819,384,34.2,1036
2022,Argentina,Soybean,1902,259,10.13,3549
